originalFile,publicId,slug,name,rarity,primaryType,secondaryType,imagePath,description,visualTags,reviewStatus
_legendary_photoset/IMG_0491.JPG,L0011,the-ultimate-snack-bag-menace,The Ultimate Snack Bag Menace,LEGENDARY,NATURE,,lions/legendary/the-ultimate-snack-bag-menace.jpg,The Ultimate Snack Bag Menace brings suspiciously strong team-life energy to the LionDen collection.,"team, portrait, casual, behind-the-scenes, neutral, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0494.JPG,L0012,the-cosmic-carpool-boss,The Cosmic Carpool Boss,LEGENDARY,NATURE,,lions/legendary/the-cosmic-carpool-boss.jpg,The Cosmic Carpool Boss brings suspiciously strong team-life energy to the LionDen collection.,"team, portrait, casual, behind-the-scenes, fire, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0502.JPG,L0013,the-legendary-road-trip-manager,The Legendary Road Trip Manager,LEGENDARY,NATURE,WATER,lions/legendary/the-legendary-road-trip-manager.jpg,The Legendary Road Trip Manager brings suspiciously strong team-life energy to the LionDen collection.,"team, portrait, casual, behind-the-scenes, neutral, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0504.JPG,L0014,the-immortal-van-captain,The Immortal Van Captain,LEGENDARY,NATURE,,lions/legendary/the-immortal-van-captain.jpg,The Immortal Van Captain brings suspiciously strong team-life energy to the LionDen collection.,"team, portrait, casual, behind-the-scenes, neutral, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0514.JPG,L0015,the-grand-sidequest-menace,The Grand Sidequest Menace,LEGENDARY,NATURE,,lions/legendary/the-grand-sidequest-menace.jpg,The Grand Sidequest Menace brings suspiciously strong team-life energy to the LionDen collection.,"team, portrait, casual, behind-the-scenes, light, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0521.JPG,L0016,the-ultimate-hangout-boss,The Ultimate Hangout Boss,LEGENDARY,NATURE,,lions/legendary/the-ultimate-hangout-boss.jpg,The Ultimate Hangout Boss brings suspiciously strong team-life energy to the LionDen collection.,"team, portrait, casual, behind-the-scenes, fire, bright, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0527.JPG,L0017,the-cosmic-snack-bag-manager,The Cosmic Snack Bag Manager,LEGENDARY,NATURE,WATER,lions/legendary/the-cosmic-snack-bag-manager.jpg,The Cosmic Snack Bag Manager brings suspiciously strong team-life energy to the LionDen collection.,"team, portrait, casual, behind-the-scenes, water, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0542.JPG,L0018,the-legendary-carpool-captain,The Legendary Carpool Captain,LEGENDARY,WATER,,lions/legendary/the-legendary-carpool-captain.jpg,The Legendary Carpool Captain brings suspiciously strong team-life energy to the LionDen collection.,"beach, sunset, sky, scenic, neutral, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0546.JPG,L0019,the-immortal-road-trip-menace,The Immortal Road Trip Menace,LEGENDARY,WATER,,lions/legendary/the-immortal-road-trip-menace.jpg,The Immortal Road Trip Menace brings suspiciously strong team-life energy to the LionDen collection.,"beach, sunset, sky, scenic, neutral, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0547.JPG,L0020,the-grand-van-boss,The Grand Van Boss,LEGENDARY,WATER,,lions/legendary/the-grand-van-boss.jpg,The Grand Van Boss brings suspiciously strong team-life energy to the LionDen collection.,"beach, sunset, sky, scenic, neutral, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0548.JPG,L0021,the-ultimate-sidequest-manager,The Ultimate Sidequest Manager,LEGENDARY,WATER,WIND,lions/legendary/the-ultimate-sidequest-manager.jpg,The Ultimate Sidequest Manager brings suspiciously strong team-life energy to the LionDen collection.,"beach, sunset, sky, scenic, fire, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0550.JPG,L0022,the-cosmic-stage-captain,The Cosmic Stage Captain,LEGENDARY,METAL,,lions/legendary/the-cosmic-stage-captain.jpg,The Cosmic Stage Captain brings suspiciously strong school performance energy to the LionDen collection.,"backstage, resting, costume, lion-dance, shadow, dark, marked-legendary",REVIEWED
_legendary_photoset/IMG_0556.JPG,L0023,the-legendary-glowstick-supervisor,The Legendary Glowstick Supervisor,LEGENDARY,NATURE,,lions/legendary/the-legendary-glowstick-supervisor.jpg,The Legendary Glowstick Supervisor brings suspiciously strong night market energy to the LionDen collection.,"team, portrait, casual, behind-the-scenes, shadow, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0558.JPG,L0024,the-immortal-carpool-boss,The Immortal Carpool Boss,LEGENDARY,NATURE,,lions/legendary/the-immortal-carpool-boss.jpg,The Immortal Carpool Boss brings suspiciously strong team-life energy to the LionDen collection.,"team, portrait, casual, behind-the-scenes, neutral, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0559.JPG,L0025,the-grand-road-trip-manager,The Grand Road Trip Manager,LEGENDARY,NATURE,WATER,lions/legendary/the-grand-road-trip-manager.jpg,The Grand Road Trip Manager brings suspiciously strong team-life energy to the LionDen collection.,"team, portrait, casual, behind-the-scenes, shadow, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0576.JPG,L0026,the-ultimate-van-captain,The Ultimate Van Captain,LEGENDARY,NATURE,,lions/legendary/the-ultimate-van-captain.jpg,The Ultimate Van Captain brings suspiciously strong team-life energy to the LionDen collection.,"team, portrait, casual, behind-the-scenes, neutral, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0577.JPG,L0027,the-cosmic-sidequest-menace,The Cosmic Sidequest Menace,LEGENDARY,NATURE,,lions/legendary/the-cosmic-sidequest-menace.jpg,The Cosmic Sidequest Menace brings suspiciously strong team-life energy to the LionDen collection.,"team, portrait, casual, behind-the-scenes, fire, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0582.JPG,L0028,the-legendary-hangout-boss,The Legendary Hangout Boss,LEGENDARY,WATER,,lions/legendary/the-legendary-hangout-boss.jpg,The Legendary Hangout Boss brings suspiciously strong team-life energy to the LionDen collection.,"event, lion-dance, fire, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0584.JPG,L0029,the-immortal-snack-bag-manager,The Immortal Snack Bag Manager,LEGENDARY,NEUTRAL,,lions/legendary/the-immortal-snack-bag-manager.jpg,The Immortal Snack Bag Manager brings suspiciously strong team-life energy to the LionDen collection.,"event, lion-dance, fire, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0653.JPG,L0030,the-grand-protocol-boss,The Grand Protocol Boss,LEGENDARY,EARTH,,lions/legendary/the-grand-protocol-boss.jpg,The Grand Protocol Boss brings suspiciously strong courtyard ceremony energy to the LionDen collection.,"school, ceremony, drum, group, lion-dance, metal, balanced-light, marked-legendary",REVIEWED
_legendary_photoset/IMG_0654.JPG,L0031,the-ultimate-drum-specialist,The Ultimate Drum Specialist,LEGENDARY,EARTH,,lions/legendary/the-ultimate-drum-specialist.jpg,The Ultimate Drum Specialist brings suspiciously strong courtyard ceremony energy to the LionDen collection.,"school, ceremony, drum, group, lion-dance, fire, balanced-light, marked-legendary",REVIEWED
_legendary_photoset/IMG_0655.JPG,L0032,the-cosmic-procession-coordinator,The Cosmic Procession Coordinator,LEGENDARY,EARTH,,lions/legendary/the-cosmic-procession-coordinator.jpg,The Cosmic Procession Coordinator brings suspiciously strong courtyard ceremony energy to the LionDen collection.,"school, ceremony, drum, group, lion-dance, metal, balanced-light, marked-legendary",REVIEWED
_legendary_photoset/IMG_0680.JPG,L0033,the-legendary-guest-marshal,The Legendary Guest Marshal,LEGENDARY,EARTH,NATURE,lions/legendary/the-legendary-guest-marshal.jpg,The Legendary Guest Marshal brings suspiciously strong courtyard ceremony energy to the LionDen collection.,"school, ceremony, drum, group, lion-dance, metal, balanced-light, marked-legendary",REVIEWED
_legendary_photoset/IMG_0812.JPG,L0034,the-immortal-stage-captain,The Immortal Stage Captain,LEGENDARY,METAL,,lions/legendary/the-immortal-stage-captain.jpg,The Immortal Stage Captain brings suspiciously strong school performance energy to the LionDen collection.,"stage, school, gym, performance, lion-dance, fire, balanced-light, marked-legendary",REVIEWED
_legendary_photoset/IMG_0813.JPG,L0035,the-grand-locker-supervisor,The Grand Locker Supervisor,LEGENDARY,METAL,,lions/legendary/the-grand-locker-supervisor.jpg,The Grand Locker Supervisor brings suspiciously strong school performance energy to the LionDen collection.,"stage, school, gym, performance, lion-dance, metal, balanced-light, marked-legendary",REVIEWED
_legendary_photoset/IMG_0836.JPG,L0036,the-ultimate-field-trip-boss,The Ultimate Field Trip Boss,LEGENDARY,METAL,,lions/legendary/the-ultimate-field-trip-boss.jpg,The Ultimate Field Trip Boss brings suspiciously strong school performance energy to the LionDen collection.,"stage, school, gym, performance, lion-dance, shadow, dark, marked-legendary",REVIEWED
_legendary_photoset/IMG_0837.JPG,L0037,the-cosmic-bleacher-wrangler,The Cosmic Bleacher Wrangler,LEGENDARY,METAL,EARTH,lions/legendary/the-cosmic-bleacher-wrangler.jpg,The Cosmic Bleacher Wrangler brings suspiciously strong school performance energy to the LionDen collection.,"stage, school, gym, performance, lion-dance, fire, balanced-light, marked-legendary",REVIEWED
_legendary_photoset/IMG_0838.JPG,L0038,the-legendary-assembly-captain,The Legendary Assembly Captain,LEGENDARY,METAL,,lions/legendary/the-legendary-assembly-captain.jpg,The Legendary Assembly Captain brings suspiciously strong school performance energy to the LionDen collection.,"stage, school, gym, performance, lion-dance, fire, balanced-light, marked-legendary",REVIEWED
_legendary_photoset/IMG_0952.JPG,L0039,the-immortal-sidequest-menace,The Immortal Sidequest Menace,LEGENDARY,NATURE,,lions/legendary/the-immortal-sidequest-menace.jpg,The Immortal Sidequest Menace brings suspiciously strong team-life energy to the LionDen collection.,"team, hangout, portrait, casual, light, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0965.JPG,L0040,the-grand-hangout-boss,The Grand Hangout Boss,LEGENDARY,NATURE,,lions/legendary/the-grand-hangout-boss.jpg,The Grand Hangout Boss brings suspiciously strong team-life energy to the LionDen collection.,"team, hangout, portrait, casual, fire, balanced-light, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_0967.JPG,L0041,the-ultimate-glowstick-menace,The Ultimate Glowstick Menace,LEGENDARY,NATURE,WATER,lions/legendary/the-ultimate-glowstick-menace.jpg,The Ultimate Glowstick Menace brings suspiciously strong night market energy to the LionDen collection.,"team, hangout, portrait, casual, shadow, dark, marked-legendary",NEEDS_REVIEW
_legendary_photoset/IMG_1129.JPG,L0042,the-cosmic-field-trip-captain,The Cosmic Field Trip Captain,LEGENDARY,NATURE,,lions/legendary/the-cosmic-field-trip-captain.jpg,The Cosmic Field Trip Captain brings suspiciously strong school performance energy to the LionDen collection.,"backstage, resting, costume, lion-dance, shadow, dark, marked-legendary",REVIEWED
_legendary_photoset/IMG_4721.JPG,L0043,the-legendary-road-trip-menace,The Legendary Road Trip Menace,LEGENDARY,WATER,,lions/legendary/the-legendary-road-trip-menace.jpg,The Legendary Road Trip Menace brings suspiciously strong team-life energy to the LionDen collection.,"event, lion-dance, neutral, balanced-light, marked-legendary",NEEDS_REVIEW
_unique_photoset/02808.JPG,L0044,van-boss,Van Boss,COMMON,NEUTRAL,,lions/common/van-boss.jpg,Van Boss brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, neutral, balanced-light",REVIEWED
_unique_photoset/02809.JPG,L0045,sidequest-manager,Sidequest Manager,COMMON,WATER,WIND,lions/common/sidequest-manager.jpg,Sidequest Manager brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, neutral, balanced-light",REVIEWED
_unique_photoset/02810.JPG,L0046,spicy-hangout-captain,Spicy Hangout Captain,UNCOMMON,NEUTRAL,,lions/uncommon/spicy-hangout-captain.jpg,Spicy Hangout Captain brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, fire, balanced-light",REVIEWED
_unique_photoset/02812.JPG,L0047,deluxe-snack-bag-menace,Deluxe Snack Bag Menace,RARE,WATER,,lions/rare/deluxe-snack-bag-menace.jpg,Deluxe Snack Bag Menace brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, fire, balanced-light",REVIEWED
_unique_photoset/02813.JPG,L0048,epic-carpool-boss,Epic Carpool Boss,EPIC,NEUTRAL,,lions/epic/epic-carpool-boss.jpg,Epic Carpool Boss brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, fire, balanced-light",REVIEWED
_unique_photoset/02815.JPG,L0049,extra-road-trip-manager,Extra Road Trip Manager,UNCOMMON,WATER,WIND,lions/uncommon/extra-road-trip-manager.jpg,Extra Road Trip Manager brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, fire, balanced-light",REVIEWED
_unique_photoset/02816.JPG,L0050,official-van-captain,Official Van Captain,UNCOMMON,NEUTRAL,,lions/uncommon/official-van-captain.jpg,Official Van Captain brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, fire, balanced-light",REVIEWED
_unique_photoset/088B95F6-E990-4477-8BBE-F86604672086DSC_0286.JPG,L0051,sidequest-menace,Sidequest Menace,COMMON,WATER,,lions/common/sidequest-menace.jpg,Sidequest Menace brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, neutral, balanced-light",REVIEWED
_unique_photoset/0C188091-E594-4BF0-87DE-1D140CC019CADSC_0276.JPG,L0052,hangout-boss,Hangout Boss,COMMON,WIND,,lions/common/hangout-boss.jpg,Hangout Boss brings suspiciously strong team-life energy to the LionDen collection.,"outdoors, festival, flags, motion, lion-dance, wind, balanced-light",REVIEWED
_unique_photoset/0F807A22-9C5E-41DF-BD66-6598EB6ED0A0DSC_0291.JPG,L0053,snack-bag-manager,Snack Bag Manager,COMMON,NEUTRAL,,lions/common/snack-bag-manager.jpg,Snack Bag Manager brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, neutral, balanced-light",REVIEWED
_unique_photoset/1AF97807-D1EE-4F18-88C3-0362FE41B10CDSC_0233.JPG,L0054,carpool-captain,Carpool Captain,COMMON,WIND,,lions/common/carpool-captain.jpg,Carpool Captain brings suspiciously strong team-life energy to the LionDen collection.,"outdoors, festival, flags, motion, lion-dance, wind, balanced-light",REVIEWED
_unique_photoset/20260327_105449.JPG,L0055,grand-drum-specialist,Grand Drum Specialist,EPIC,EARTH,,lions/epic/grand-drum-specialist.jpg,Grand Drum Specialist brings suspiciously strong courtyard ceremony energy to the LionDen collection.,"courtyard, ceremony, group, lion-dance, fire, balanced-light",REVIEWED
_unique_photoset/20260327_105450.JPG,L0056,unhinged-procession-coordinator,Unhinged Procession Coordinator,RARE,EARTH,,lions/rare/unhinged-procession-coordinator.jpg,Unhinged Procession Coordinator brings suspiciously strong courtyard ceremony energy to the LionDen collection.,"courtyard, ceremony, group, lion-dance, fire, balanced-light",REVIEWED
_unique_photoset/20260327_105521.JPG,L0057,deluxe-guest-marshal,Deluxe Guest Marshal,RARE,EARTH,NATURE,lions/rare/deluxe-guest-marshal.jpg,Deluxe Guest Marshal brings suspiciously strong courtyard ceremony energy to the LionDen collection.,"courtyard, ceremony, group, lion-dance, fire, balanced-light",REVIEWED
_unique_photoset/20260327_110538.JPG,L0058,temple-boss,Temple Boss,COMMON,EARTH,,lions/common/temple-boss.jpg,Temple Boss brings suspiciously strong courtyard ceremony energy to the LionDen collection.,"courtyard, ceremony, group, lion-dance, fire, balanced-light",REVIEWED
_unique_photoset/2E1DF69E-53C7-4BB6-BB6E-9976C31AEC9ADSC_0281.JPG,L0059,snack-bag-menace,Snack Bag Menace,COMMON,WATER,,lions/common/snack-bag-menace.jpg,Snack Bag Menace brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, neutral, balanced-light",REVIEWED
_unique_photoset/3BA3ECA7-3646-4CCE-863E-1D7307925C9ADSC_0262.JPG,L0060,carpool-boss,Carpool Boss,COMMON,WIND,,lions/common/carpool-boss.jpg,Carpool Boss brings suspiciously strong team-life energy to the LionDen collection.,"outdoors, festival, flags, motion, lion-dance, shadow, balanced-light",REVIEWED
_unique_photoset/3C74F406-EC49-461A-AC65-364789742249DSC_0190.JPG,L0061,spicy-drum-marshal,Spicy Drum Marshal,UNCOMMON,EARTH,NATURE,lions/uncommon/spicy-drum-marshal.jpg,Spicy Drum Marshal brings suspiciously strong courtyard ceremony energy to the LionDen collection.,"courtyard, ceremony, group, lion-dance, fire, balanced-light",REVIEWED
_unique_photoset/4F734C8F-CAC1-4451-A90D-E9688CDE1430DSC_0277.JPG,L0062,van-captain,Van Captain,COMMON,WIND,,lions/common/van-captain.jpg,Van Captain brings suspiciously strong team-life energy to the LionDen collection.,"outdoors, festival, flags, motion, lion-dance, wind, balanced-light",REVIEWED
_unique_photoset/5454D178-5B64-4FD3-8A2F-F2A8B9409C15DSC_0285.JPG,L0063,sidequest-menace-second-breakfast,Sidequest Menace: Second Breakfast,COMMON,NEUTRAL,,lions/common/sidequest-menace-second-breakfast.jpg,Sidequest Menace: Second Breakfast brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, neutral, balanced-light",REVIEWED
_unique_photoset/56D7F7B8-18BB-411D-885D-AC57955D111EDSC_0318.JPG,L0064,extra-hangout-boss,Extra Hangout Boss,UNCOMMON,WATER,,lions/uncommon/extra-hangout-boss.jpg,Extra Hangout Boss brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, fire, balanced-light",REVIEWED
_unique_photoset/58502F33-3342-490D-8999-F9F1A9EC717DDSC_0309.JPG,L0065,official-snack-bag-manager,Official Snack Bag Manager,UNCOMMON,NEUTRAL,,lions/uncommon/official-snack-bag-manager.jpg,Official Snack Bag Manager brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, fire, balanced-light",REVIEWED
_unique_photoset/5B15F040-DD1C-4D78-A30B-61BA52973091DSC_0243.JPG,L0066,spicy-carpool-captain,Spicy Carpool Captain,UNCOMMON,WIND,,lions/uncommon/spicy-carpool-captain.jpg,Spicy Carpool Captain brings suspiciously strong team-life energy to the LionDen collection.,"outdoors, festival, flags, motion, lion-dance, fire, balanced-light",REVIEWED
_unique_photoset/63238A4D-CFAC-49E4-9575-569198922C22DSC_0207.JPG,L0067,road-trip-menace,Road Trip Menace,COMMON,WIND,,lions/common/road-trip-menace.jpg,Road Trip Menace brings suspiciously strong team-life energy to the LionDen collection.,"outdoors, festival, flags, motion, lion-dance, wind, balanced-light",REVIEWED
_unique_photoset/68659212-FB77-4700-AEA2-5DFD76A95F5EDSC_0319.JPG,L0068,van-boss-second-breakfast,Van Boss: Second Breakfast,COMMON,WATER,,lions/common/van-boss-second-breakfast.jpg,Van Boss: Second Breakfast brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, neutral, balanced-light",REVIEWED
_unique_photoset/69ED8D5E-6BA0-46E4-BA32-8C690C94B196DSC_0288.JPG,L0069,sidequest-manager-second-breakfast,Sidequest Manager: Second Breakfast,COMMON,LIGHT,FIRE,lions/common/sidequest-manager-second-breakfast.jpg,Sidequest Manager: Second Breakfast brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, neutral, balanced-light",REVIEWED
_unique_photoset/811B531E-06CE-4963-867A-1DC8EA088C7FDSC_0263.JPG,L0070,hangout-captain,Hangout Captain,COMMON,WIND,,lions/common/hangout-captain.jpg,Hangout Captain brings suspiciously strong team-life energy to the LionDen collection.,"outdoors, festival, flags, motion, lion-dance, wind, balanced-light",REVIEWED
_unique_photoset/8E5DCC4A-898E-4018-9529-3C038F54F42DDSC_0292.JPG,L0071,snack-bag-menace-second-breakfast,Snack Bag Menace: Second Breakfast,COMMON,NEUTRAL,,lions/common/snack-bag-menace-second-breakfast.jpg,Snack Bag Menace: Second Breakfast brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, neutral, balanced-light",REVIEWED
_unique_photoset/9E8652BC-D4AC-475E-A7F7-DA0A1D6FA4A6DSC_0289.JPG,L0072,carpool-boss-second-breakfast,Carpool Boss: Second Breakfast,COMMON,WATER,,lions/common/carpool-boss-second-breakfast.jpg,Carpool Boss: Second Breakfast brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, neutral, balanced-light",REVIEWED
_unique_photoset/A9D209D7-2A00-4F5B-BFEC-F15FDD9AB5AE.JPG,L0073,road-trip-manager,Road Trip Manager,COMMON,LIGHT,FIRE,lions/common/road-trip-manager.jpg,Road Trip Manager brings suspiciously strong team-life energy to the LionDen collection.,"event, lion-dance, neutral, balanced-light",NEEDS_REVIEW
_unique_photoset/AB331059-40F0-40A6-BC46-9C794EA74143DSC_0206.JPG,L0074,extra-van-captain,Extra Van Captain,UNCOMMON,WIND,,lions/uncommon/extra-van-captain.jpg,Extra Van Captain brings suspiciously strong team-life energy to the LionDen collection.,"outdoors, festival, flags, motion, lion-dance, fire, balanced-light",REVIEWED
_unique_photoset/AD21298C-C659-4564-B161-73AD48A5FEE3DSC_0208.JPG,L0075,sidequest-menace-overtime,Sidequest Menace: Overtime,COMMON,WIND,,lions/common/sidequest-menace-overtime.jpg,Sidequest Menace: Overtime brings suspiciously strong team-life energy to the LionDen collection.,"outdoors, festival, flags, motion, lion-dance, wind, balanced-light",REVIEWED
_unique_photoset/B40EC734-F9E6-46F3-8948-BF68DC149748DSC_0235.JPG,L0076,stage-boss,Stage Boss,COMMON,WIND,,lions/common/stage-boss.jpg,Stage Boss brings suspiciously strong school performance energy to the LionDen collection.,"outdoors, festival, flags, motion, lion-dance, wind, balanced-light",REVIEWED
_unique_photoset/B6FC4022-212C-408A-8E73-99EF1102A780DSC_0317.JPG,L0077,overtime-snack-bag-manager,Overtime Snack Bag Manager,EPIC,NEUTRAL,,lions/epic/overtime-snack-bag-manager.jpg,Overtime Snack Bag Manager brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, fire, balanced-light",REVIEWED
_unique_photoset/D112DE60-7164-4242-A35C-276087D227D8DSC_0313.JPG,L0078,bonus-carpool-captain,Bonus Carpool Captain,UNCOMMON,WATER,,lions/uncommon/bonus-carpool-captain.jpg,Bonus Carpool Captain brings suspiciously strong team-life energy to the LionDen collection.,"tent, festival, audience, lion-dance, fire, balanced-light",REVIEWED
_unique_photoset/DFDE2D00-7FD5-46DF-AC92-2BB6F586708DDSC_0264.JPG,L0079,road-trip-menace-second-breakfast,Road Trip Menace: Second Breakfast,COMMON,WIND,,lions/common/road-trip-menace-second-breakfast.jpg,Road Trip Menace: Second Breakfast brings suspiciously strong team-life energy to the LionDen collection.,"outdoors, festival, flags, motion, lion-dance, wind, balanced-light",REVIEWED
_unique_photoset/DSC_0003.JPG,L0080,noodle-ceo,Noodle CEO,COMMON,LIGHT,,lions/common/noodle-ceo.jpg,Noodle CEO brings suspiciously strong night market energy to the LionDen collection.,"night, market, lights, lion-dance, fire, balanced-light",REVIEWED
_unique_photoset/DSC_0004.JPG,L0081,unhinged-alley-menace,Unhinged Alley Menace,RARE,NEUTRAL,,lions/rare/unhinged-alley-menace.jpg,Unhinged Alley Menace brings suspiciously strong night market energy to the LionDen collection.,"night, market, lights, lion-dance, shadow, balanced-light",REVIEWED
_unique_photoset/DSC_0005.JPG,L0082,deluxe-sidewalk-gremlin,Deluxe Sidewalk Gremlin,RARE,WATER,,lions/rare/deluxe-sidewalk-gremlin.jpg,Deluxe Sidewalk Gremlin brings suspiciously strong night market energy to the LionDen collection.,"night, market, lights, lion-dance, shadow, balanced-light",REVIEWED
_unique_photoset/DSC_0007.JPG,L0083,glowstick-supervisor,Glowstick Supervisor,COMMON,EARTH,,lions/common/glowstick-supervisor.jpg,Glowstick Supervisor brings suspiciously strong night market energy to the LionDen collection.,"night, market, lights, lion-dance, neutral, balanced-light",REVIEWED
